职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接,市,关键字,最低工资,最高工资
Python大数据分析特训营课程HZ/培训招生,8千-1万 · 13薪,拱墅,经验不限,大专,模具设计、工装设计、机械零部件设计、机械外观设计、机械结构设计、机械仿真设计、机械电路设计、机械装配设计,51Testing,http://jobs.zhaopin.com/CC145362720J40364996402.htm?refcode=4019&srccode=401901&preactionid=837d57d7-4ec1-4e3c-8313-8192e43679a9,杭州,大数据,8666.666666666666,10833.333333333334
帆软BI开发工程师,1.3万-1.5万,滨江,3-5年,本科,报表开发、数据可视化、FineBI、SQL、MySQL、HANA、FineReport、看板开发、帆软,博彦科技,http://jobs.zhaopin.com/CC000163970J40475496503.htm?refcode=4019&srccode=401901&preactionid=837d57d7-4ec1-4e3c-8313-8192e43679a9,杭州,大数据,13000.0,15000.0
大数据开发-外派福建宁德（宁德时代）,1.3万-1.4万 · 13薪,滨江,5-10年,本科,Hadoop、Flink、Spark,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40488348416.htm?refcode=4019&srccode=401901&preactionid=837d57d7-4ec1-4e3c-8313-8192e43679a9,杭州,大数据,14083.333333333332,15166.666666666668
ETL工程师（杭州）(J10978),1万-1.5万,萧山,1-3年,本科,ETL、DataStage、Kettle、DB2、数据开发、报表开发、Informatica、FineBI,先进数通,http://jobs.zhaopin.com/CC000432190J40262686816.htm?refcode=4019&srccode=401901&preactionid=837d57d7-4ec1-4e3c-8313-8192e43679a9,杭州,大数据,10000.0,15000.0
大数据高级架构师,3万-4万,拱墅,3-5年,本科,数据治理、数据架构、数据中台、数仓开发、数据平台开发,杭州客原网络科技集团有限公司,http://jobs.zhaopin.com/CCL1477245810J40474552413.htm?refcode=4019&srccode=401901&preactionid=837d57d7-4ec1-4e3c-8313-8192e43679a9,杭州,大数据,30000.0,40000.0
高级大数据开发工程师,1.7万-1.8万,萧山,5-10年,本科,Java、有过财务数据集市、公司客户集市、监管报送数据集市建设经验者优先、零售客户集市、反洗钱、懂EAST5.0或者1104报送,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40547422414.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,17000.0,18000.0
大数据运维工程师,1万-1.5万,西湖,3-5年,大专,Hadoop、MySQL、SQL,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40493294616.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,10000.0,15000.0
大数据运维工程师,1.3万-2万,西湖,3-5年,本科,Hadoop、Spark、Java、Python,杭州中港科技有限公司,http://jobs.zhaopin.com/CC660549420J40499751105.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,13000.0,20000.0
BI工程师/数据分析师,1.5万-1.8万,滨江,3-5年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543686514.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,15000.0,18000.0
售前解决方案（大数据方向）(J10113),1.5万-2.5万 · 14薪,上城,3-5年,本科,大数据售前技术支持、售前技术方案设计、丰富投标经验,威派格,http://jobs.zhaopin.com/CC337595230J40497768611.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,17500.0,29166.666666666668
大数据负责人,3万-4.5万,滨江,10年以上,本科,数据架构、大模型,浙江连信科技有限公司,http://jobs.zhaopin.com/CC817345790J40520623301.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,30000.0,45000.0
技术支持工程师（杭州）,7千-1.2万,滨江,1-3年,本科,Linux、网络、大数据、项目实施、视频监控、售后,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40115603914.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,7000.0,12000.0
ETL工程师,1.3万-1.8万,上城,3-5年,本科,Oracle、数据开发、监管报送,天阳科技,http://jobs.zhaopin.com/CC120408370J40409529208.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,13000.0,18000.0
前后端开发、测试、算法、大数据开发、数据分析岗位,1.7万-3万 · 14薪,滨江,经验不限,本科,C、Python、Java、Linux开发、WebGL,外企德科,http://jobs.zhaopin.com/CC138117190J40413635505.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,19833.333333333336,35000.0
大数据运维工程师,1.3万-1.6万,拱墅,3-5年,大专,Hadoop、SQL、DATAWORKS,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475659713.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,13000.0,16000.0
数据分析（BI工程师）,1.2万-1.4万,滨江,3-5年,大专,SQL、FineBI,北京宝信科技有限公司,http://jobs.zhaopin.com/CC697433520J40520638109.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,12000.0,14000.0
BI工程师,1.6万-1.8万,滨江,3-5年,本科,FineBI、DataX、帆软,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543685914.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,16000.0,18000.0
阿里云大数据运维工程师,1.1万-1.4万,拱墅,3-5年,本科,云运维、阿里云,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475652413.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,11000.0,14000.0
ETL工程师,1.6万-1.9万,萧山,3-5年,本科,银监报送,北京开科唯识技术股份有限公司深圳分公司,http://jobs.zhaopin.com/CC585923020J40501586203.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,16000.0,19000.0
中高级Java开发工程师（大数据开发经验）,1.1万-1.6万,滨江,3-5年,本科,Spring、JVM、ELASTIC-JOB,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40546569114.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,11000.0,16000.0
数据工程师,5千-9千,上城,1-3年,大专,数据库、数据库开发、数据挖掘、数据处理、数据分析,浙江中测时空科技有限公司,http://jobs.zhaopin.com/CC270162580J40418228702.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,5000.0,9000.0
java/Python/C/C++/前端/测试/大数据开发,面议,滨江,经验不限,本科,后端开发、前端开发、软件测试,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40509284114.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,12919.836258254378,20824.214667671546
大数据测试工程师,1.7万-1.8万,滨江,3-5年,大专,Java、Python,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40541049414.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,17000.0,18000.0
博士,4万-5.5万 · 14薪,拱墅,1-3年,博士,大数据、云计算、人工智能、硬件行业、软件行业,浙江蓝鸽科技有限公司,http://jobs.zhaopin.com/CC526418220J40496361202.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,46666.66666666667,64166.666666666664
ETL开发工程师,1.4万-1.8万,滨江,5-10年,本科,ETL、ERP、大数据开发、数据开发、数仓开发、报表开发、Kettle,海通安恒科技股份有限公司,http://jobs.zhaopin.com/CCL1311123450J40491048503.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,14000.0,18000.0
大数据运维工程师-中华保险,1.3万-1.7万,拱墅,3-5年,本科,大数据平台、阿里云,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40477472113.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,13000.0,17000.0
Java/前端/测试/python/c++/c/大数据开发,1.4万-2.8万 · 14薪,滨江,经验不限,本科,后端开发、WEB开发、Java,外企德科,http://jobs.zhaopin.com/CC138117190J40366631105.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,16333.333333333334,32666.666666666668
高级软件测试（双休，线上面试，六险一金）,1.3万-1.9万,滨江,5-10年,本科,大数据、Java、Python、Shell,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40431467806.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,13000.0,19000.0
大数据运维工程师（保险 线上面试）,1.5万-2万,拱墅,3-5年,本科,Kubernetes、保险、大数据运维经验,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40498461716.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,15000.0,20000.0
ETL工程师,1万-2万,拱墅,1-3年,本科,数据清洗、SQL、Informatica、DataStage、Oracle、MySQL、SQL Server,外企德科,http://jobs.zhaopin.com/CC138117190J40495632205.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,10000.0,20000.0
杭州-大数据运维,1.1万-1.4万,拱墅,3-5年,大专,数据库运维、云运维,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475640513.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,11000.0,14000.0
数据库开发专家,3万-6万 · 15薪,滨江,经验不限,本科,MPP,天津海士管理咨询有限公司,http://jobs.zhaopin.com/CC855088510J40456292916.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,37500.0,75000.0
博士招聘,4万-5万,拱墅,经验不限,博士,云计算、大数据、智慧校园、教育技术、软件行业、人工智能、智慧教育、计算机,浙江蓝鸽科技有限公司,http://jobs.zhaopin.com/CC526418220J40361855002.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,40000.0,50000.0
基因大数据算法工程师,2万-4万 · 14薪,滨江,1-3年,博士,基因测序、Python、R语言、生物医药行业,诺辉健康,http://jobs.zhaopin.com/CC331964330J40519195112.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,23333.333333333336,46666.66666666667
大数据运维工程师,1.3万-1.7万,萧山,3-5年,本科,SQL、DB2、Oracle,中电金信软件有限公司,http://jobs.zhaopin.com/CC443657520J40517053809.htm?refcode=4019&srccode=401901&preactionid=43e252d8-eb13-4439-a4fc-8b30d584bba0,杭州,大数据,13000.0,17000.0
高级售前工程师,1.2万-2.4万,拱墅,经验不限,硕士,计算机网络 大数据,浙江蓝鸽科技有限公司,http://jobs.zhaopin.com/CC526418220J40362936402.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,12000.0,24000.0
进站博士后,2.5万-3万,萧山,经验不限,博士,机械工程、电气电力、大数据、网络安全、人工智能,杰牌控股集团有限公司,http://jobs.zhaopin.com/CC450762620J40411247610.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,25000.0,30000.0
大数据平台产品经理 (MJ001892),2万-4万,余杭,10年以上,本科,数据产品经理,观妙科技(杭州)有限公司,http://jobs.zhaopin.com/CCL1390488910J40514667908.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,20000.0,40000.0
大数据产品销售经理,1万-1.8万,西湖,经验不限,学历不限,直销、渠道销售、政府客户,浪潮集团,http://jobs.zhaopin.com/CC120143600J40493515015.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,10000.0,18000.0
人工智能研究专家,3万-6万,滨江,经验不限,博士,网络安全、人工智能、大数据、云计算、软件行业,杭州市滨江区浙工大网络空间安全创新研究院,http://jobs.zhaopin.com/CCL1438627770J40470883003.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,30000.0,60000.0
测试开发工程师（招商银行）,1.2万-1.5万 · 13薪,滨江,3-5年,本科,Python、Java、自动化测试、UI自动化测试、银行测试、Selenium、MySQL、DB2、Oracle、大数据,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40494676816.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,13000.0,16250.0
大数据运维工程师 -中高级,1.2万-1.8万,拱墅,3-5年,本科,大数据运维、Linux,凯美瑞德(苏州)信息科技股份有限公司,http://jobs.zhaopin.com/CC615984520J40486955616.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,12000.0,18000.0
大数据运维工程师,1.1万-1.4万,拱墅,3-5年,大专,阿里云,江苏智蓝信息科技有限公司,http://jobs.zhaopin.com/CC571965230J40475657413.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,11000.0,14000.0
自然语言研究科学家,3万-6万,杭州,经验不限,博士,人工智能、网络安全、云计算、大数据、软件行业,杭州市滨江区浙工大网络空间安全创新研究院,http://jobs.zhaopin.com/CCL1438627770J40470680603.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,30000.0,60000.0
政府大客户销售（大数据）,1万-2万,西湖,3-5年,本科,政府、大客户（KA）,北京天诺德咨询有限公司,http://jobs.zhaopin.com/CC500202220J40503536710.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,10000.0,20000.0
大数据售前解决方案工程师,1.5万-3万 · 13薪,西湖,3-5年,本科,智慧产品、数字化产品、数据中心产品,亚信科技,http://jobs.zhaopin.com/CC139131340J40487136511.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,16250.0,32500.0
网络安全研究专家,3万-6万,杭州,经验不限,博士,大数据、云计算、人工智能、网络安全,杭州市滨江区浙工大网络空间安全创新研究院,http://jobs.zhaopin.com/CCL1438627770J40468787403.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,30000.0,60000.0
解决方案经理（水利方向-创新）,1.6万-2.6万,余杭,3-5年,本科,水利设计、水利信息化、水力发电工程、设计院、一级建造师（水利水电）、水利工程数字化、大数据、农田水利工程,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40541619214.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,16000.0,26000.0
股权投资经理（一级市场，大数据、高端制造行业）,1万-1.5万,杭州,经验不限,硕士,尽职调查、股权投资、投资分析、投资机构(VC/PE)、私募基金、基金从业资格证、股权,浙江科发资本管理有限公司,http://jobs.zhaopin.com/CC452878018J90250205000.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,10000.0,15000.0
大数据运维工程师,面议,拱墅,3-5年,本科,数据库运维,中软国际,http://jobs.zhaopin.com/CC508620120J40538922412.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,12919.836258254378,20824.214667671546
大数据系统运维工程师,1.1万-2万,余杭,3-5年,本科,Java、Shell、Unix、Linux、NoSQL、Oracle、系统运维、大数据运维,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40544255114.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,11000.0,20000.0
智慧农业软硬件销售工程师,6千-8千元/月,拱墅,经验不限,学历不限,智慧农业、农业物联网、农业领域销售、兼职销售、软件销售、大数据、政府机关销售、墒情气象传感器,沃尔德弗,http://jobs.zhaopin.com/CC581885280J40476896313.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,6000.0,8000.0
数据分析助理（双休，入职缴纳五险）,9千-1.3万 · 13薪,余杭,1-3年,本科,Python,杭州博盛达信息技术有限公司,http://jobs.zhaopin.com/CCL1442672500J40368995616.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,9750.0,14083.333333333332
2024届星乘管培生（数据）,8千-1万 · 15薪,西湖,经验不限,本科,Python、SQL、商业数据分析、运营数据分析、销售数据分析、财务数据分析,中国平安财产保险股份有限公司浙江分公司,http://jobs.zhaopin.com/CC151805410J40476774413.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,10000.0,12500.0
数据分析师,1.3万-1.5万 · 14薪,西湖,1-3年,大专,数据分析、数据采集、商业数据分析、SQL,杭州星溢科技有限公司,http://jobs.zhaopin.com/CCL1351874340J40237712902.htm?refcode=4019&srccode=401901&preactionid=1c436153-a2c1-4380-b9f1-44977ed792a9,杭州,大数据,15166.666666666666,17500.0
